gbifID,species,longitude,latitude
658680156,Bombus huntii,-108.48,36.78
658680155,Bombus huntii,-108.11009,35.15757
658680147,Bombus huntii,-108.13812,35.21253
658680140,Bombus huntii,-105.27061,39.95645
658680096,Bombus huntii,-108.92232,40.488
658680095,Bombus huntii,-108.92232,40.488
658680094,Bombus huntii,-108.92232,40.488
658680093,Bombus huntii,-108.92232,40.488
658680092,Bombus huntii,-108.92232,40.488
658680091,Bombus huntii,-108.92232,40.488
658680090,Bombus huntii,-108.92232,40.488
658680089,Bombus huntii,-108.92232,40.488
658680088,Bombus huntii,-108.92232,40.488
658680087,Bombus huntii,-108.92232,40.488
658680086,Bombus huntii,-108.92232,40.488
658680085,Bombus huntii,-108.92232,40.488
658680081,Bombus huntii,-107.8016,38.4887
658680080,Bombus huntii,-107.8016,38.4887
658680079,Bombus huntii,-107.8016,38.4887
658680066,Bombus huntii,-107.88006,37.27528
658680065,Bombus huntii,-107.88006,37.27528
658680064,Bombus huntii,-107.88006,37.27528
658680059,Bombus huntii,-107.54645,40.51524
658680058,Bombus huntii,-107.54645,40.51524
658680057,Bombus huntii,-107.54645,40.51524
658680056,Bombus huntii,-106.31308,42.86663
658680055,Bombus huntii,-106.31308,42.86663
658680053,Bombus huntii,-107.7562,41.7037
658680052,Bombus huntii,-107.7562,41.7037
658680051,Bombus huntii,-107.7562,41.7037
658680048,Bombus huntii,-107.6573,41.0342
658680046,Bombus huntii,-109.4028,40.9036
658680045,Bombus huntii,-109.4028,40.9036
658680044,Bombus huntii,-109.6147,40.9053
658680043,Bombus huntii,-109.6147,40.9053
658680042,Bombus huntii,-109.6147,40.9053
658680038,Bombus huntii,-109.9881,40.2994
658680037,Bombus huntii,-109.9881,40.2994
658680029,Bombus huntii,-103.0,42.0
658680028,Bombus huntii,-103.0,42.0
658680027,Bombus huntii,-107.8,38.44
658680026,Bombus huntii,-107.8,38.44
658679721,Bombus huntii,-108.0864,39.4243
658679411,Bombus frigidus,-105.64278,39.58861
658679406,Bombus frigidus,-105.64278,39.58861
658679382,Bombus flavifrons,-106.41233,41.32207
658679381,Bombus flavifrons,-106.41233,41.32207
658679380,Bombus flavifrons,-106.41233,41.32207
658679379,Bombus flavifrons,-106.41233,41.32207
658679378,Bombus flavifrons,-107.69428,38.00169
658679377,Bombus flavifrons,-107.69428,38.00169
658679376,Bombus flavifrons,-107.69428,38.00169
658679375,Bombus flavifrons,-107.69428,38.00169
658679374,Bombus flavifrons,-107.69428,38.00169
658679373,Bombus flavifrons,-107.69428,38.00169
658679362,Bombus flavifrons,-107.4761,38.32304
658679361,Bombus flavifrons,-107.4761,38.32304
658679360,Bombus flavifrons,-107.4761,38.32304
658679359,Bombus flavifrons,-107.4761,38.32304
658679358,Bombus flavifrons,-107.4761,38.32304
658679357,Bombus flavifrons,-107.4761,38.32304
658679356,Bombus flavifrons,-107.4761,38.32304
658679294,Bombus flavifrons,-105.73381,40.43041
658679293,Bombus flavifrons,-105.73381,40.43041
658679291,Bombus flavifrons,-105.5595,39.94036
658679290,Bombus flavifrons,-105.5595,39.94036
658679289,Bombus flavifrons,-105.5595,39.94036
658679288,Bombus flavifrons,-105.5595,39.94036
658679287,Bombus flavifrons,-105.5595,39.94036
658678266,Bombus flavifrons,-108.9316,38.5114
658678265,Bombus flavifrons,-108.9316,38.5114
658678226,Bombus flavifrons,-108.80315,39.59747
658678174,Bombus flavifrons,-106.88365,41.03635
658678173,Bombus flavifrons,-106.88365,41.03635
658678172,Bombus flavifrons,-106.88365,41.03635
658678171,Bombus flavifrons,-106.88365,41.03635
658678170,Bombus flavifrons,-106.88365,41.03635
658678166,Bombus flavifrons,-105.5635,41.0409
658678165,Bombus flavifrons,-105.5635,41.0409
658678164,Bombus flavifrons,-105.5635,41.0409
658678163,Bombus flavifrons,-105.5635,41.0409
658678162,Bombus flavifrons,-105.5635,41.0409
658678139,Bombus flavifrons,-105.59777,40.56109
658678138,Bombus flavifrons,-105.59777,40.56109
658678073,Bombus flavifrons,-106.0,41.0
658678072,Bombus flavifrons,-106.0,41.0
658678070,Bombus flavifrons,-109.2486,37.2436
658678045,Bombus flavifrons,-109.2486,37.2436
658678041,Bombus flavifrons,-106.6116,40.3841
658678033,Bombus flavifrons,-109.2732,38.502
658678028,Bombus flavifrons,-105.89445,40.52026
658678027,Bombus flavifrons,-105.89445,40.52026
658677998,Bombus flavifrons,-106.0,41.0
658677997,Bombus flavifrons,-109.2732,38.502
658677996,Bombus flavifrons,-109.2732,38.502
658677995,Bombus flavifrons,-109.2732,38.502
658677994,Bombus flavifrons,-109.2732,38.502
658677993,Bombus flavifrons,-109.2732,38.502
658677965,Bombus flavifrons,-109.2741,38.5188
658677951,Bombus flavifrons,-106.5228,35.9747
658677941,Bombus flavifrons,-107.0486,39.103
658677940,Bombus flavifrons,-107.0486,39.103
658677939,Bombus flavifrons,-107.81228,37.93749
658677937,Bombus flavifrons,-107.80867,37.62805
658677935,Bombus flavifrons,-107.0824,39.0792
658677934,Bombus flavifrons,-107.0824,39.0792
658677933,Bombus flavifrons,-107.0824,39.0792
658677932,Bombus flavifrons,-107.0824,39.0792
658677931,Bombus flavifrons,-107.0824,39.0792
658677930,Bombus flavifrons,-106.56391,39.10887
658677927,Bombus flavifrons,-107.07754,39.09693
658677926,Bombus flavifrons,-107.07754,39.09693
658677925,Bombus flavifrons,-107.07754,39.09693
658677924,Bombus flavifrons,-107.07754,39.09693
658677923,Bombus flavifrons,-107.07754,39.09693
658677922,Bombus flavifrons,-107.07754,39.09693
658677921,Bombus flavifrons,-106.80393,37.53834
658677914,Bombus flavifrons,-106.4897,35.962
658677913,Bombus flavifrons,-106.4897,35.962
658677900,Bombus flavifrons,-106.5408,35.9749
658677899,Bombus flavifrons,-106.5408,35.9749
658677898,Bombus flavifrons,-106.5408,35.9749
658677897,Bombus flavifrons,-106.5408,35.9749
658677896,Bombus flavifrons,-106.5408,35.9749
658677895,Bombus flavifrons,-106.5408,35.9749
658677894,Bombus flavifrons,-106.5408,35.9749
658677893,Bombus flavifrons,-106.5408,35.9749
658677892,Bombus flavifrons,-106.5408,35.9749
658677891,Bombus flavifrons,-106.5408,35.9749
658677890,Bombus flavifrons,-106.5408,35.9749
658677889,Bombus flavifrons,-106.5408,35.9749
658677888,Bombus flavifrons,-106.5408,35.9749
658677887,Bombus flavifrons,-106.5408,35.9749
658677886,Bombus flavifrons,-106.5408,35.9749
658677885,Bombus flavifrons,-106.5408,35.9749
658677884,Bombus flavifrons,-106.5408,35.9749
658677883,Bombus flavifrons,-106.5408,35.9749
658677882,Bombus flavifrons,-106.5408,35.9749
658677881,Bombus flavifrons,-106.5408,35.9749
658677880,Bombus flavifrons,-106.5408,35.9749
658677841,Bombus flavifrons,-108.0,38.0
658677840,Bombus flavifrons,-108.0,38.0
658677839,Bombus flavifrons,-108.0,38.0
658677754,Bombus flavifrons,-109.6147,40.9053
658677753,Bombus flavifrons,-109.7308,40.8553
658677752,Bombus flavifrons,-109.7308,40.8553
658677751,Bombus flavifrons,-109.7308,40.8553
658677638,Bombus flavifrons,-107.0588,39.9948
658677637,Bombus flavifrons,-107.0588,39.9948
658677636,Bombus flavifrons,-107.0526,39.0116
658677635,Bombus flavifrons,-107.0526,39.0116
658677577,Bombus flavifrons,-106.1513,39.7184
658677576,Bombus flavifrons,-106.1513,39.7184
658677575,Bombus flavifrons,-106.1513,39.7184
658677574,Bombus flavifrons,-106.1513,39.7184
658677573,Bombus flavifrons,-106.1513,39.7184
658677569,Bombus flavifrons,-109.9965,40.8429
658677568,Bombus flavifrons,-109.9965,40.8429
658677567,Bombus flavifrons,-109.9965,40.8429
658677566,Bombus flavifrons,-109.9965,40.8429
658677565,Bombus flavifrons,-109.9965,40.8429
658677549,Bombus flavifrons,-109.8066,40.8836
658677492,Bombus flavifrons,-105.59777,40.56109
658677355,Bombus melanopygus,-108.0,39.0
658677187,Bombus melanopygus,-108.0,39.0
658676764,Bombus centralis,-107.69428,38.00169
658676763,Bombus centralis,-107.69428,38.00169
658676762,Bombus centralis,-107.69428,38.00169
658676761,Bombus centralis,-107.69428,38.00169
658676760,Bombus centralis,-107.69428,38.00169
658676759,Bombus centralis,-107.69428,38.00169
658676758,Bombus centralis,-107.69428,38.00169
658676757,Bombus centralis,-107.69428,38.00169
658676756,Bombus centralis,-107.69428,38.00169
658676755,Bombus centralis,-107.69428,38.00169
658676754,Bombus centralis,-107.69428,38.00169
658676753,Bombus centralis,-107.69428,38.00169
658676751,Bombus centralis,-104.88625,38.79776
658676750,Bombus centralis,-104.88625,38.79776
658676749,Bombus centralis,-104.88625,38.79776
658676748,Bombus centralis,-104.88625,38.79776
658676747,Bombus centralis,-104.88625,38.79776
658676746,Bombus centralis,-104.88625,38.79776
658676745,Bombus centralis,-104.88625,38.79776
658676744,Bombus centralis,-104.88625,38.79776
658676743,Bombus centralis,-104.88625,38.79776
658676742,Bombus centralis,-107.68403,38.01306
658676741,Bombus centralis,-106.6501,41.34362
658676740,Bombus centralis,-106.6501,41.34362
658676739,Bombus centralis,-106.6501,41.34362
658676726,Bombus centralis,-107.68045,38.0395
658676725,Bombus centralis,-105.98926,38.83969
658676724,Bombus centralis,-105.98926,38.83969
658676723,Bombus centralis,-105.98926,38.83969
658676722,Bombus centralis,-105.98926,38.83969
658676721,Bombus centralis,-105.98926,38.83969
658676720,Bombus centralis,-105.98926,38.83969
658676719,Bombus centralis,-105.98926,38.83969
658676718,Bombus centralis,-105.98926,38.83969
658676717,Bombus centralis,-105.98926,38.83969
658676716,Bombus centralis,-105.98926,38.83969
658676714,Bombus centralis,-108.83656,42.73656
658676713,Bombus centralis,-105.48759,40.39179
658676712,Bombus centralis,-105.48759,40.39179
658676711,Bombus centralis,-105.48759,40.39179
658676710,Bombus centralis,-105.48759,40.39179
658676709,Bombus centralis,-105.48759,40.39179
658676708,Bombus centralis,-105.48759,40.39179
658676707,Bombus centralis,-105.48759,40.39179
658676700,Bombus centralis,-106.9599,38.9186
658676699,Bombus centralis,-108.81688,42.74415
658676698,Bombus centralis,-108.81688,42.74415
658676697,Bombus centralis,-108.81688,42.74415
658676696,Bombus centralis,-108.81688,42.74415
658676695,Bombus centralis,-108.81688,42.74415
658676694,Bombus centralis,-108.81688,42.74415
658676693,Bombus centralis,-108.81688,42.74415
658676692,Bombus centralis,-108.81688,42.74415
658676691,Bombus centralis,-108.81688,42.74415
658676690,Bombus centralis,-108.81688,42.74415
658676689,Bombus centralis,-108.81688,42.74415
658676688,Bombus centralis,-108.81688,42.74415
658676687,Bombus centralis,-108.81688,42.74415
658676686,Bombus centralis,-108.81688,42.74415
658676685,Bombus centralis,-108.81688,42.74415
658676684,Bombus centralis,-108.81688,42.74415
658676683,Bombus centralis,-108.81688,42.74415
658676682,Bombus centralis,-105.5595,39.94036
658676681,Bombus centralis,-105.5595,39.94036
658676680,Bombus centralis,-105.5595,39.94036
658676679,Bombus centralis,-105.5595,39.94036
658676678,Bombus centralis,-105.5595,39.94036
658676677,Bombus centralis,-105.5595,39.94036
658676676,Bombus centralis,-105.5595,39.94036
658676675,Bombus centralis,-105.5595,39.94036
658676674,Bombus centralis,-105.5595,39.94036
658676673,Bombus centralis,-105.5595,39.94036
658676672,Bombus centralis,-105.5595,39.94036
658676671,Bombus centralis,-105.5595,39.94036
658676670,Bombus centralis,-105.5595,39.94036
658676669,Bombus centralis,-105.5595,39.94036
658676664,Bombus centralis,-105.61791,40.36812
658676663,Bombus centralis,-105.61791,40.36812
658676662,Bombus centralis,-105.61791,40.36812
658676661,Bombus centralis,-105.61791,40.36812
658676660,Bombus centralis,-105.61791,40.36812
658676659,Bombus centralis,-105.61791,40.36812
658676658,Bombus centralis,-105.61791,40.36812
658676657,Bombus centralis,-105.61791,40.36812
658676656,Bombus centralis,-105.61791,40.36812
658676655,Bombus centralis,-105.61791,40.36812
658676654,Bombus centralis,-105.61791,40.36812
658676653,Bombus centralis,-105.61791,40.36812
658676652,Bombus centralis,-105.61791,40.36812
658676651,Bombus centralis,-105.61791,40.36812
658676650,Bombus centralis,-105.61791,40.36812
658676649,Bombus centralis,-105.25665,38.30141
658676648,Bombus centralis,-105.25665,38.30141
658676647,Bombus centralis,-105.25665,38.30141
658676646,Bombus centralis,-105.25665,38.30141
658676645,Bombus centralis,-105.25665,38.30141
658676644,Bombus centralis,-105.25665,38.30141
658676643,Bombus centralis,-105.25665,38.30141
658676642,Bombus centralis,-105.25665,38.30141
658676641,Bombus centralis,-105.25665,38.30141
658676640,Bombus centralis,-105.25665,38.30141
658676639,Bombus centralis,-105.25665,38.30141
658676638,Bombus centralis,-105.25665,38.30141
658676637,Bombus centralis,-105.25665,38.30141
658676636,Bombus centralis,-105.25665,38.30141
658676635,Bombus centralis,-105.25665,38.30141
658676634,Bombus centralis,-105.25665,38.30141
658676557,Bombus centralis,-105.59777,40.56109
658676556,Bombus centralis,-105.59777,40.56109
658676426,Bombus centralis,-109.1958,41.1534
658676425,Bombus centralis,-109.0495,42.5194
658676412,Bombus centralis,-108.1346,39.4267
658676411,Bombus centralis,-108.0864,39.4243
658676410,Bombus centralis,-108.0864,39.4243
658676200,Bombus centralis,-105.39026,41.23196
658676199,Bombus centralis,-105.39026,41.23196
658676191,Bombus centralis,-108.9316,38.5114
658676170,Bombus centralis,-109.2732,38.502
658676165,Bombus centralis,-104.89108,38.86776
658675961,Bombus centralis,-107.0,40.0
658675960,Bombus centralis,-106.0,41.0
658675959,Bombus centralis,-106.0,41.0
658675958,Bombus centralis,-106.0,41.0
658675956,Bombus centralis,-106.0,41.0
658675955,Bombus centralis,-106.0,41.0
658675954,Bombus centralis,-106.0,41.0
658675953,Bombus centralis,-109.9097,40.5839
658675922,Bombus centralis,-108.8215,42.1518
658675921,Bombus centralis,-108.8215,42.1518
658675920,Bombus centralis,-108.8215,42.1518
658675919,Bombus centralis,-108.8215,42.1518
658675918,Bombus centralis,-108.8215,42.1518
658675913,Bombus centralis,-105.59777,40.56109
658675906,Bombus centralis,-106.40946,34.67061
658675859,Bombus centralis,-106.79198,35.98363
658675858,Bombus centralis,-106.79198,35.98363
658675857,Bombus centralis,-106.0,41.0
658675856,Bombus centralis,-106.0,41.0
658675855,Bombus centralis,-106.0,41.0
658675851,Bombus centralis,-105.89445,40.52026
658675850,Bombus centralis,-105.89445,40.52026
658675849,Bombus centralis,-105.89445,40.52026
658675848,Bombus centralis,-105.89445,40.52026
658675844,Bombus centralis,-109.7376,34.0626
658675824,Bombus centralis,-106.4969,35.8874
658675823,Bombus centralis,-106.4969,35.8874
658675787,Bombus centralis,-106.5228,35.9747
658675786,Bombus centralis,-106.5228,35.9747
658675785,Bombus centralis,-106.5228,35.9747
658675759,Bombus centralis,-107.80867,37.62805
658675757,Bombus centralis,-107.0824,39.0792
658675749,Bombus centralis,-107.8955,39.7419
658675710,Bombus centralis,-106.4897,35.962
658675709,Bombus centralis,-106.4897,35.962
658675708,Bombus centralis,-106.4897,35.962
658675707,Bombus centralis,-106.4897,35.962
658675648,Bombus centralis,-106.5408,35.9749
658675647,Bombus centralis,-106.5408,35.9749
658675646,Bombus centralis,-106.5408,35.9749
658675645,Bombus centralis,-106.5408,35.9749
658675589,Bombus centralis,-108.0,38.0
658675588,Bombus centralis,-108.0,38.0
658675587,Bombus centralis,-108.0,38.0
658675586,Bombus centralis,-105.0,40.0
658675585,Bombus centralis,-105.0,40.0
658675584,Bombus centralis,-105.0,40.0
658675583,Bombus centralis,-105.0,40.0
658675582,Bombus centralis,-105.0,40.0
658675581,Bombus centralis,-105.0,40.0
658675580,Bombus centralis,-105.0,40.0
658675579,Bombus centralis,-105.0,40.0
658675554,Bombus centralis,-108.0319,40.9897
658675535,Bombus centralis,-108.0389,37.2865
658675534,Bombus centralis,-108.0389,37.2865
658675533,Bombus centralis,-108.0389,37.2865
658675532,Bombus centralis,-108.0389,37.2865
658675531,Bombus centralis,-107.87,37.275
658675530,Bombus centralis,-107.87,37.275
658675529,Bombus centralis,-107.87,37.275
658675528,Bombus centralis,-107.87,37.275
658675525,Bombus centralis,-109.9983,40.8433
658675523,Bombus centralis,-109.6147,40.9053
658675522,Bombus centralis,-109.7308,40.8553
658675521,Bombus centralis,-108.73,42.833
658675480,Bombus centralis,-109.7142,34.0328
658675317,Bombus centralis,-108.0864,39.4243
658675316,Bombus centralis,-108.0864,39.4243
658675315,Bombus centralis,-108.0864,39.4243
658675314,Bombus centralis,-108.0864,39.4243
658675313,Bombus centralis,-108.0864,39.4243
658675293,Bombus centralis,-107.0588,39.9948
658675292,Bombus centralis,-107.0588,39.9948
658675291,Bombus centralis,-107.0588,39.9948
658675258,Bombus centralis,-106.1513,39.7184
658675257,Bombus centralis,-106.1513,39.7184
658675218,Bombus centralis,-109.8066,40.8836
658671850,Bombus bifarius,-108.63154,37.76564
658671849,Bombus bifarius,-108.63154,37.76564
658671848,Bombus bifarius,-108.63154,37.76564
658671847,Bombus bifarius,-108.63154,37.76564
658671846,Bombus bifarius,-108.63154,37.76564
658671845,Bombus bifarius,-108.63154,37.76564
658671844,Bombus bifarius,-108.63154,37.76564
658671843,Bombus bifarius,-108.63154,37.76564
658671842,Bombus bifarius,-108.63154,37.76564
658671841,Bombus bifarius,-108.63154,37.76564
658671840,Bombus bifarius,-108.63154,37.76564
658671839,Bombus bifarius,-108.63154,37.76564
658671838,Bombus bifarius,-108.63154,37.76564
658671837,Bombus bifarius,-108.63154,37.76564
658671836,Bombus bifarius,-108.63154,37.76564
658671835,Bombus bifarius,-108.63154,37.76564
658671834,Bombus bifarius,-108.63154,37.76564
658671833,Bombus bifarius,-108.63154,37.76564
658671832,Bombus bifarius,-108.63154,37.76564
658671831,Bombus bifarius,-108.63154,37.76564
658671830,Bombus bifarius,-108.63154,37.76564
658671829,Bombus bifarius,-108.63154,37.76564
658671828,Bombus bifarius,-108.63154,37.76564
658671827,Bombus bifarius,-108.63154,37.76564
658671826,Bombus bifarius,-108.63154,37.76564
658671825,Bombus bifarius,-108.63154,37.76564
658671824,Bombus bifarius,-108.63154,37.76564
658671823,Bombus bifarius,-108.63154,37.76564
658671822,Bombus bifarius,-108.63154,37.76564
658671821,Bombus bifarius,-108.63154,37.76564
658671808,Bombus bifarius,-104.35404,37.04253
658671807,Bombus bifarius,-104.35404,37.04253
658671794,Bombus bifarius,-104.35404,37.04253
658671793,Bombus bifarius,-104.35404,37.04253
658671792,Bombus bifarius,-104.35404,37.04253
658671791,Bombus bifarius,-104.35404,37.04253
658671740,Bombus bifarius,-108.74097,38.89221
658671739,Bombus bifarius,-108.74097,38.89221
658671738,Bombus bifarius,-108.74097,38.89221
658671737,Bombus bifarius,-108.74097,38.89221
658671736,Bombus bifarius,-108.74097,38.89221
658671735,Bombus bifarius,-108.74097,38.89221
658671734,Bombus bifarius,-108.74097,38.89221
658671733,Bombus bifarius,-107.92678,38.97436
658671732,Bombus bifarius,-107.92678,38.97436
658671704,Bombus bifarius,-108.63154,37.76564
658671703,Bombus bifarius,-108.63154,37.76564
658671702,Bombus bifarius,-108.63154,37.76564
658671701,Bombus bifarius,-108.63154,37.76564
658671700,Bombus bifarius,-108.63154,37.76564
658670675,Bombus bifarius,-105.4824,39.9114
658668804,Bombus bifarius,-105.39026,41.23196
658668803,Bombus bifarius,-105.39026,41.23196
658668802,Bombus bifarius,-105.39026,41.23196
658668801,Bombus bifarius,-105.39026,41.23196
658668800,Bombus bifarius,-105.39026,41.23196
658667901,Bombus bifarius,-105.4824,39.9114
658667900,Bombus bifarius,-105.4824,39.9114
658667899,Bombus bifarius,-105.4824,39.9114
658667898,Bombus bifarius,-105.4824,39.9114
658666677,Bombus bifarius,-104.35404,37.04253
658666672,Bombus bifarius,-104.35404,37.04253
658666671,Bombus bifarius,-104.35404,37.04253
658666670,Bombus bifarius,-104.35404,37.04253
658663653,Bombus bifarius,-105.89187,40.52058
658663389,Bombus bifarius,-105.78206,39.55005
658663329,Bombus bifarius,-107.36139,38.58444
658663328,Bombus bifarius,-107.36139,38.58444
658663327,Bombus bifarius,-107.36139,38.58444
658663326,Bombus bifarius,-107.36139,38.58444
658663325,Bombus bifarius,-107.36139,38.58444
658663324,Bombus bifarius,-107.36139,38.58444
658663323,Bombus bifarius,-107.36139,38.58444
658663322,Bombus bifarius,-107.36139,38.58444
658663321,Bombus bifarius,-107.36139,38.58444
658663320,Bombus bifarius,-107.36139,38.58444
658663319,Bombus bifarius,-107.36139,38.58444
658663318,Bombus bifarius,-107.36139,38.58444
658663317,Bombus bifarius,-107.36139,38.58444
658663316,Bombus bifarius,-107.36139,38.58444
658663315,Bombus bifarius,-107.36139,38.58444
658663314,Bombus bifarius,-107.36139,38.58444
658663313,Bombus bifarius,-107.36139,38.58444
658663312,Bombus bifarius,-107.36139,38.58444
658663311,Bombus bifarius,-107.36139,38.58444
658663310,Bombus bifarius,-107.36139,38.58444
658663309,Bombus bifarius,-107.36139,38.58444
658663308,Bombus bifarius,-107.36139,38.58444
658663307,Bombus bifarius,-107.36139,38.58444
658663306,Bombus bifarius,-107.36139,38.58444
658663305,Bombus bifarius,-107.36139,38.58444
658662993,Bombus bifarius,-105.32333,39.41
658662933,Bombus bifarius,-105.89187,40.52058
658662932,Bombus bifarius,-105.89187,40.52058
658662931,Bombus bifarius,-105.89187,40.52058
658662577,Bombus bifarius,-106.81512,36.903
658662469,Bombus bifarius,-108.74097,38.89221
658662468,Bombus bifarius,-108.74097,38.89221
658662467,Bombus bifarius,-107.92678,38.97436
658662371,Bombus bifarius,-105.4824,39.9114
658662370,Bombus bifarius,-105.4824,39.9114
658662369,Bombus bifarius,-105.4824,39.9114
658662368,Bombus bifarius,-105.4824,39.9114
658662367,Bombus bifarius,-105.4824,39.9114
658662366,Bombus bifarius,-105.4824,39.9114
658662365,Bombus bifarius,-105.4824,39.9114
658662364,Bombus bifarius,-105.4824,39.9114
658662363,Bombus bifarius,-105.4824,39.9114
658662362,Bombus bifarius,-105.4824,39.9114
658662361,Bombus bifarius,-105.4824,39.9114
658662360,Bombus bifarius,-105.4824,39.9114
658662359,Bombus bifarius,-105.4824,39.9114
658662358,Bombus bifarius,-105.4824,39.9114
658662357,Bombus bifarius,-105.4824,39.9114
658662356,Bombus bifarius,-105.4824,39.9114
658662355,Bombus bifarius,-105.4824,39.9114
658662354,Bombus bifarius,-105.4824,39.9114
658662353,Bombus bifarius,-105.4824,39.9114
658660846,Bombus insularis,-107.69428,38.00169
658660845,Bombus insularis,-107.69428,38.00169
658660844,Bombus insularis,-107.69428,38.00169
658660843,Bombus insularis,-107.69428,38.00169
658660842,Bombus insularis,-107.69428,38.00169
658660841,Bombus insularis,-107.69428,38.00169
658660840,Bombus insularis,-107.69428,38.00169
658660839,Bombus insularis,-107.68403,38.01306
658660838,Bombus insularis,-107.68045,38.0395
658660825,Bombus insularis,-106.9599,38.9186
658660824,Bombus insularis,-105.5595,39.94036
658660823,Bombus insularis,-105.5595,39.94036
658660592,Bombus insularis,-109.2875,41.1074
658660591,Bombus insularis,-108.7511,42.3535
658660148,Bombus insularis,-106.0,40.0
658660006,Bombus insularis,-106.5408,35.9749
658659974,Bombus insularis,-108.0,38.0
658659973,Bombus insularis,-108.0,38.0
658659790,Bombus insularis,-106.9599,38.9186
658659789,Bombus insularis,-106.9599,38.9186
658659788,Bombus insularis,-106.9599,38.9186
658659787,Bombus insularis,-106.9599,38.9186
658659786,Bombus insularis,-106.9599,38.9186
658659785,Bombus insularis,-106.9599,38.9186
658659777,Bombus insularis,-106.1513,39.7184
658659776,Bombus insularis,-106.1513,39.7184
658659775,Bombus insularis,-106.1513,39.7184
658659774,Bombus insularis,-106.1513,39.7184
658659773,Bombus insularis,-106.1513,39.7184
658659772,Bombus insularis,-106.1513,39.7184
658659771,Bombus insularis,-106.1513,39.7184
658659750,Bombus insularis,-109.8066,40.8836
658659749,Bombus insularis,-109.8066,40.8836
658659748,Bombus insularis,-109.8066,40.8836
658659747,Bombus insularis,-109.8066,40.8836
658659746,Bombus insularis,-109.8066,40.8836
658659745,Bombus insularis,-109.8066,40.8836
658659744,Bombus insularis,-109.8066,40.8836
658659743,Bombus insularis,-109.8066,40.8836
658659742,Bombus insularis,-109.8066,40.8836
658659741,Bombus insularis,-109.8066,40.8836
658659740,Bombus insularis,-109.8066,40.8836
658659739,Bombus insularis,-109.8066,40.8836
658659738,Bombus insularis,-109.8066,40.8836
658659737,Bombus insularis,-109.8066,40.8836
658659736,Bombus insularis,-109.8066,40.8836
658659735,Bombus insularis,-109.8066,40.8836
658659478,Bombus fernaldae,-105.5595,39.94036
658659360,Bombus fernaldae,-105.0,40.0
658659359,Bombus fernaldae,-105.0,40.0
658659358,Bombus fernaldae,-105.0,40.0
658659330,Bombus fernaldae,-109.9965,40.8429
658659329,Bombus fernaldae,-109.9965,40.8429
658659328,Bombus fernaldae,-109.9965,40.8429
658658921,Bombus fervidus,-104.88625,38.79776
658658849,Bombus fervidus,-109.2875,41.1074
658658848,Bombus fervidus,-109.2875,41.1074
658658847,Bombus fervidus,-109.2875,41.1074
658658846,Bombus fervidus,-109.2875,41.1074
658658843,Bombus fervidus,-109.0,41.0
658658842,Bombus fervidus,-109.0,41.0
658658841,Bombus fervidus,-108.1346,39.4267
658658835,Bombus fervidus,-103.1,42.7
658658834,Bombus fervidus,-103.1,42.7
658658831,Bombus fervidus,-103.0,42.0
658658830,Bombus fervidus,-103.0,42.0
658658829,Bombus fervidus,-103.0,42.0
658658828,Bombus fervidus,-103.0,42.0
658658807,Bombus fervidus,-108.0,39.0
658658806,Bombus fervidus,-108.0,39.0
658658803,Bombus fervidus,-108.0,39.0
658658802,Bombus fervidus,-108.0,39.0
658658779,Bombus fervidus,-108.0,39.0
658658778,Bombus fervidus,-108.0,39.0
658658771,Bombus fervidus,-108.0,39.0
658658748,Bombus fervidus,-105.17137,40.59942
658658742,Bombus fervidus,-104.95275,42.05441
658658741,Bombus fervidus,-109.5281,40.4556
658658716,Bombus fervidus,-108.0,39.0
658658558,Bombus fervidus,-105.5635,41.0409
658658557,Bombus fervidus,-105.5635,41.0409
658658556,Bombus fervidus,-105.5635,41.0409
658658555,Bombus fervidus,-105.5635,41.0409
658658554,Bombus fervidus,-105.5635,41.0409
658658546,Bombus fervidus,-109.8539,40.2881
658658545,Bombus fervidus,-109.8539,40.2881
658658541,Bombus fervidus,-109.8539,40.2881
658658540,Bombus fervidus,-109.8539,40.2881
658658539,Bombus fervidus,-109.8539,40.2881
658658538,Bombus fervidus,-109.8539,40.2881
658658449,Bombus fervidus,-107.24392,34.11673
658658437,Bombus fervidus,-108.0,39.0
658658410,Bombus fervidus,-108.78566,41.68023
658658401,Bombus fervidus,-108.8215,42.1518
658658400,Bombus fervidus,-108.8215,42.1518
658658399,Bombus fervidus,-108.8215,42.1518
658658398,Bombus fervidus,-108.8215,42.1518
658658391,Bombus fervidus,-108.8215,42.1518
658658390,Bombus fervidus,-108.8215,42.1518
658658361,Bombus fervidus,-109.8539,40.2881
658658341,Bombus fervidus,-109.106,36.4323
658658334,Bombus fervidus,-109.5281,40.4556
658658292,Bombus fervidus,-105.3148,35.832
658658282,Bombus fervidus,-106.3285,34.7689
658658281,Bombus fervidus,-106.3285,34.7689
658658274,Bombus fervidus,-106.5408,35.9749
658658273,Bombus fervidus,-106.5408,35.9749
658658265,Bombus fervidus,-108.38105,34.33244
658658205,Bombus fervidus,-108.12607,37.10898
658658204,Bombus fervidus,-108.12607,37.10898
658658192,Bombus fervidus,-106.31308,42.86663
658658191,Bombus fervidus,-106.31308,42.86663
658658190,Bombus fervidus,-106.31308,42.86663
658658189,Bombus fervidus,-106.31308,42.86663
658658184,Bombus fervidus,-107.00976,37.26945
658658183,Bombus fervidus,-107.87,37.275
